Obs,TOT_QTY,PRICE,Ln_Tot_Qty,Ln_Price,YEAR,MONTH,STATE,CHANNEL,PRODUCTS
6077,280,124,5.634789603,4.820281566,year2011,month6,KERALA,DOM_DEALER,SINGLE_PIECE
6078,85,89,4.442651256,4.48863637,year2011,month6,KERALA,DOM_DEALER,REVISION
6079,3,391,1.098612289,5.96870756,year2011,month6,KERALA,DOM_DEALER,NEGATIVE_POWER
6080,105,1485,4.65396035,7.303170051,year2011,month6,KERALA,DOM_DEALER,AUROVUE
6081,485,545,6.184148891,6.300785795,year2011,month6,KERALA,DOM_DEALER,AUROFLEX_FOLD
6082,95,990,4.553876892,6.897704943,year2011,month6,KERALA,DOM_DEALER,AUROFLEX_EV
6083,663,82,6.49677499,4.406719247,year2011,month6,KARNATAKA,DOM_PVT_PRAC,REVISION
6084,16,396,2.772588722,5.981414211,year2011,month6,KARNATAKA,DOM_PVT_INS,CTR
6085,28,99,3.33220451,4.59511985,year2011,month6,KARNATAKA,DOM_PVT_INS,THREE_PIECE
6086,6,188,1.791759469,5.236441963,year2011,month6,KARNATAKA,DOM_PVT_INS,SINGLE_PIECE
6087,22,545,3.091042453,6.300785795,year2011,month6,KARNATAKA,DOM_PVT_INS,AUROFLEX_FOLD
6088,30,842,3.401197382,6.735780014,year2011,month6,KARNATAKA,DOM_NGO,AUROFLEX_FOLD
6089,16,54,2.772588722,3.988984047,year2011,month6,KARNATAKA,DOM_DONOR_CBM,SINGLE_PIECE
6090,52111,54,10.86113134,3.988984047,year2011,month6,KARNATAKA,DOM_DONOR_CBM,REVISION
6091,37,272,3.610917913,5.605802066,year2011,month6,KARNATAKA,DOM_DEALER,YELLOW_LENS
6092,283,149,5.645446898,5.003946306,year2011,month6,KARNATAKA,DOM_DEALER,TRUEDGE
6093,80,248,4.382026635,5.513428746,year2011,month6,KARNATAKA,DOM_DEALER,CTR
6094,172,99,5.147494477,4.59511985,year2011,month6,KARNATAKA,DOM_DEALER,THREE_PIECE
6095,1649,124,7.407924323,4.820281566,year2011,month6,KARNATAKA,DOM_DEALER,SINGLE_PIECE
6096,156,89,5.049856007,4.48863637,year2011,month6,KARNATAKA,DOM_DEALER,REVISION
6097,3,391,1.098612289,5.96870756,year2011,month6,KARNATAKA,DOM_DEALER,NEGATIVE_POWER
6098,17,1485,2.833213344,7.303170051,year2011,month6,KARNATAKA,DOM_DEALER,AUROVUE
6099,927,545,6.831953566,6.300785795,year2011,month6,KARNATAKA,DOM_DEALER,AUROFLEX_FOLD
6100,147,990,4.990432587,6.897704943,year2011,month6,KARNATAKA,DOM_DEALER,AUROFLEX_EV
6101,70,168,4.248495242,5.123963979,year2011,month6,JHARKHAND,DOM_NGO,SINGLE_PIECE
6102,200,144,5.298317367,4.9698133,year2011,month6,JHARKHAND,DOM_LARGE_NPO,SINGLE_PIECE
6103,41,149,3.713572067,5.003946306,year2011,month6,HARYANA,DOM_DEALER,TRUEDGE
6104,64,124,4.158883083,4.820281566,year2011,month6,HARYANA,DOM_DEALER,SINGLE_PIECE
6105,1145,89,7.043159916,4.48863637,year2011,month6,HARYANA,DOM_DEALER,REVISION
6106,78,545,4.356708827,6.300785795,year2011,month6,HARYANA,DOM_DEALER,AUROFLEX_FOLD
6107,70,990,4.248495242,6.897704943,year2011,month6,HARYANA,DOM_DEALER,AUROFLEX_EV
6108,2,5941,0.693147181,8.689632748,year2011,month6,GUJARAT,DOM_OTH,KPL
6109,10,223,2.302585093,5.407171771,year2011,month6,GUJARAT,DOM_MGD_HOSP,CTR
6110,2,89,0.693147181,4.48863637,year2011,month6,GUJARAT,DOM_MGD_HOSP,THREE_PIECE
6111,4,89,1.386294361,4.48863637,year2011,month6,GUJARAT,DOM_MGD_HOSP,SINGLE_PIECE
6112,12,594,2.48490665,6.386879319,year2011,month6,GUJARAT,DOM_MGD_HOSP,AUROFLEX_FOLD
6113,31,272,3.433987204,5.605802066,year2011,month6,GUJARAT,DOM_DEALER,YELLOW_LENS
6114,273,149,5.609471795,5.003946306,year2011,month6,GUJARAT,DOM_DEALER,TRUEDGE
6115,5,990,1.609437912,6.897704943,year2011,month6,GUJARAT,DOM_DEALER,EYE_BALL
6116,4,347,1.386294361,5.84932478,year2011,month6,GUJARAT,DOM_DEALER,CTS
6117,20,248,2.995732274,5.513428746,year2011,month6,GUJARAT,DOM_DEALER,CTR
6118,1,347,0,5.84932478,year2011,month6,GUJARAT,DOM_DEALER,CIONNI_RING
6119,4,99,1.386294361,4.59511985,year2011,month6,GUJARAT,DOM_DEALER,THREE_PIECE
6120,1168,124,7.063048163,4.820281566,year2011,month6,GUJARAT,DOM_DEALER,SINGLE_PIECE
6121,1185,89,7.077498054,4.48863637,year2011,month6,GUJARAT,DOM_DEALER,REVISION
6122,14,1485,2.63905733,7.303170051,year2011,month6,GUJARAT,DOM_DEALER,AUROVUE
6123,1550,545,7.34601021,6.300785795,year2011,month6,GUJARAT,DOM_DEALER,AUROFLEX_FOLD
6124,71,990,4.262679877,6.897704943,year2011,month6,GUJARAT,DOM_DEALER,AUROFLEX_EV
6125,18,545,2.890371758,6.300785795,year2011,month6,DELHI,DOM_PVT_INS,AUROFLEX_FOLD
6126,2750,154,7.919356191,5.036952602,year2011,month6,DELHI,DOM_EXP_DEALER,SINGLE_PIECE
6127,18,149,2.890371758,5.003946306,year2011,month6,DELHI,DOM_DEALER,TRUEDGE
6128,10,248,2.302585093,5.513428746,year2011,month6,DELHI,DOM_DEALER,CTR
6129,255,124,5.541263545,4.820281566,year2011,month6,DELHI,DOM_DEALER,SINGLE_PIECE
6130,1000,89,6.907755279,4.48863637,year2011,month6,DELHI,DOM_DEALER,REVISION
6131,3,391,1.098612289,5.96870756,year2011,month6,DELHI,DOM_DEALER,NEGATIVE_POWER
6132,11,842,2.397895273,6.735780014,year2011,month6,DELHI,DOM_DEALER,MICROFOLD
6133,113,545,4.727387819,6.300785795,year2011,month6,DELHI,DOM_DEALER,AUROFLEX_FOLD
6134,119,990,4.779123493,6.897704943,year2011,month6,DELHI,DOM_DEALER,AUROFLEX_EV
6135,29,149,3.36729583,5.003946306,year2011,month6,CHANDIGARH,DOM_DEALER,TRUEDGE
6136,5,248,1.609437912,5.513428746,year2011,month6,CHANDIGARH,DOM_DEALER,CTR
6137,249,124,5.517452896,4.820281566,year2011,month6,CHANDIGARH,DOM_DEALER,SINGLE_PIECE
6138,162,89,5.087596335,4.48863637,year2011,month6,CHANDIGARH,DOM_DEALER,REVISION
6139,6,1485,1.791759469,7.303170051,year2011,month6,CHANDIGARH,DOM_DEALER,AUROVUE
6140,167,545,5.117993812,6.300785795,year2011,month6,CHANDIGARH,DOM_DEALER,AUROFLEX_FOLD
6141,46,990,3.828641396,6.897704943,year2011,month6,CHANDIGARH,DOM_DEALER,AUROFLEX_EV
6142,13,198,2.564949357,5.288267031,year2011,month6,BIHAR,DOM_PVT_PRAC,TRUEDGE
6143,9,188,2.197224577,5.236441963,year2011,month6,BIHAR,DOM_PVT_PRAC,SINGLE_PIECE
6144,40,223,3.688879454,5.407171771,year2011,month6,BIHAR,DOM_LARGE_NPO,TRUEDGE
6145,22,109,3.091042453,4.691347882,year2011,month6,BIHAR,DOM_LARGE_NPO,REVISION
6146,91,168,4.510859507,5.123963979,year2011,month6,ASSAM,DOM_LARGE_NPO,SINGLE_PIECE
6147,4,149,1.386294361,5.003946306,year2011,month6,ASSAM,DOM_DEALER,TRUEDGE
6148,21,1485,3.044522438,7.303170051,year2011,month6,ASSAM,DOM_DEALER,AUROVUE
6149,23,545,3.135494216,6.300785795,year2011,month6,ASSAM,DOM_DEALER,AUROFLEX_FOLD
6150,1,545,0,6.300785795,year2011,month6,ANDHRA_PRADESH,DOM_PVT_INS,AUROFLEX_FOLD
6151,56,272,4.025351691,5.605802066,year2011,month6,ANDHRA_PRADESH,DOM_DEALER,YELLOW_LENS
6152,145,149,4.976733742,5.003946306,year2011,month6,ANDHRA_PRADESH,DOM_DEALER,TRUEDGE
6153,10,248,2.302585093,5.513428746,year2011,month6,ANDHRA_PRADESH,DOM_DEALER,CTR
6154,166,99,5.111987788,4.59511985,year2011,month6,ANDHRA_PRADESH,DOM_DEALER,THREE_PIECE
6155,1743,112.1,7.463363046,4.71939133,year2011,month6,ANDHRA_PRADESH,DOM_DEALER,SINGLE_PIECE
6156,420,89,6.040254711,4.48863637,year2011,month6,ANDHRA_PRADESH,DOM_DEALER,REVISION
6157,5,391,1.609437912,5.96870756,year2011,month6,ANDHRA_PRADESH,DOM_DEALER,NEGATIVE_POWER
6158,2,842,0.693147181,6.735780014,year2011,month6,ANDHRA_PRADESH,DOM_DEALER,MICROFOLD
6159,16,1485,2.772588722,7.303170051,year2011,month6,ANDHRA_PRADESH,DOM_DEALER,AUROVUE
6160,409,545,6.013715156,6.300785795,year2011,month6,ANDHRA_PRADESH,DOM_DEALER,AUROFLEX_FOLD
6161,34,990,3.526360525,6.897704943,year2011,month6,ANDHRA_PRADESH,DOM_DEALER,AUROFLEX_EV
6162,10,347,2.302585093,5.84932478,year2011,month5,WEST_BENGAL,DOM_LARGE_NPO,CTR
6163,42,1287,3.737669618,7.160069208,year2011,month5,WEST_BENGAL,DOM_LARGE_NPO,AUROVUE
6164,100,842,4.605170186,6.735780014,year2011,month5,WEST_BENGAL,DOM_LARGE_NPO,AUROFLEX_FOLD
6165,691,149,6.538139824,5.003946306,year2011,month5,WEST_BENGAL,DOM_DEALER,TRUEDGE
6166,9,248,2.197224577,5.513428746,year2011,month5,WEST_BENGAL,DOM_DEALER,CTR
6167,320,124,5.768320996,4.820281566,year2011,month5,WEST_BENGAL,DOM_DEALER,SINGLE_PIECE
6168,662,89,6.495265556,4.48863637,year2011,month5,WEST_BENGAL,DOM_DEALER,REVISION
6169,573,545,6.350885717,6.300785795,year2011,month5,WEST_BENGAL,DOM_DEALER,AUROFLEX_FOLD
6170,19,990,2.944438979,6.897704943,year2011,month5,WEST_BENGAL,DOM_DEALER,AUROFLEX_EV
6171,1180,84,7.073269717,4.430816799,year2011,month5,UTTARANCHAL,DOM_LARGE_NPO,REVISION
6172,1,391,0,5.96870756,year2011,month5,UTTARANCHAL,DOM_DEALER,NEGATIVE_POWER
6173,30,1485,3.401197382,7.303170051,year2011,month5,UTTARANCHAL,DOM_DEALER,AUROVUE
6174,78,545,4.356708827,6.300785795,year2011,month5,UTTARANCHAL,DOM_DEALER,AUROFLEX_FOLD
6175,10,223,2.302585093,5.407171771,year2011,month5,UTTAR_PRADESH,DOM_MGD_HOSP,CTR
6176,2562,89,7.848543482,4.48863637,year2011,month5,UTTAR_PRADESH,DOM_MGD_HOSP,THREE_PIECE
6177,2364,89,7.768110379,4.48863637,year2011,month5,UTTAR_PRADESH,DOM_MGD_HOSP,SINGLE_PIECE
6178,31,287,3.433987204,5.659482216,year2011,month5,UTTAR_PRADESH,DOM_MGD_HOSP,NEGATIVE_POWER
6179,417,594,6.033086222,6.386879319,year2011,month5,UTTAR_PRADESH,DOM_MGD_HOSP,AUROFLEX_FOLD
6180,42,115.8,3.737669618,4.751864565,year2011,month5,UTTAR_PRADESH,DOM_LARGE_NPO,SINGLE_PIECE
6181,427,149,6.056784013,5.003946306,year2011,month5,UTTAR_PRADESH,DOM_DEALER,TRUEDGE
6182,10,99,2.302585093,4.59511985,year2011,month5,UTTAR_PRADESH,DOM_DEALER,THREE_PIECE
6183,693,124,6.541029999,4.820281566,year2011,month5,UTTAR_PRADESH,DOM_DEALER,SINGLE_PIECE
6184,2728,89,7.911324019,4.48863637,year2011,month5,UTTAR_PRADESH,DOM_DEALER,REVISION
6185,45,1485,3.80666249,7.303170051,year2011,month5,UTTAR_PRADESH,DOM_DEALER,AUROVUE
6186,48,545,3.871201011,6.300785795,year2011,month5,UTTAR_PRADESH,DOM_DEALER,AUROFLEX_FOLD
6187,30,990,3.401197382,6.897704943,year2011,month5,UTTAR_PRADESH,DOM_DEALER,AUROFLEX_EV
6188,4,129,1.386294361,4.859812404,year2011,month5,TAMIL_NADU,DOM_PVT_PRAC,THREE_PIECE
6189,7,168,1.945910149,5.123963979,year2011,month5,TAMIL_NADU,DOM_PVT_PRAC,SINGLE_PIECE
6190,3,5941,1.098612289,8.689632748,year2011,month5,TAMIL_NADU,DOM_PVT_INS,KPL
6191,16,396,2.772588722,5.981414211,year2011,month5,TAMIL_NADU,DOM_PVT_INS,CTR
6192,5,495,1.609437912,6.204557763,year2011,month5,TAMIL_NADU,DOM_PVT_INS,CIONNI_RING
6193,72,99,4.276666119,4.59511985,year2011,month5,TAMIL_NADU,DOM_PVT_INS,THREE_PIECE
6194,38,184.9,3.63758616,5.219815138,year2011,month5,TAMIL_NADU,DOM_PVT_INS,SINGLE_PIECE
6195,1,446,0,6.100318952,year2011,month5,TAMIL_NADU,DOM_PVT_INS,NEGATIVE_POWER
6196,853,545,6.748759547,6.300785795,year2011,month5,TAMIL_NADU,DOM_PVT_INS,AUROFLEX_FOLD
6197,26,1287,3.258096538,7.160069208,year2011,month5,TAMIL_NADU,DOM_PVT_INS,AUROFLEX_EV
6198,50,208,3.912023005,5.33753808,year2011,month5,TAMIL_NADU,DOM_NGO,TRUEDGE
6199,60,139,4.094344562,4.934473933,year2011,month5,TAMIL_NADU,DOM_NGO,SINGLE_PIECE
6200,30,588,3.401197382,6.376726948,year2011,month5,TAMIL_NADU,DOM_NGO,AUROFLEX_FOLD
6201,18,343,2.890371758,5.837730447,year2011,month5,TAMIL_NADU,DOM_LARGE_NPO,YELLOW_LENS
6202,325,84,5.783825182,4.430816799,year2011,month5,TAMIL_NADU,DOM_LARGE_NPO,REVISION
6203,55,842,4.007333185,6.735780014,year2011,month5,TAMIL_NADU,DOM_LARGE_NPO,AUROFLEX_FOLD
6204,50,149,3.912023005,5.003946306,year2011,month5,TAMIL_NADU,DOM_EXP_LAICO,OTHERS0
6205,129,272,4.859812404,5.605802066,year2011,month5,TAMIL_NADU,DOM_DEALER,YELLOW_LENS
6206,328,149,5.793013608,5.003946306,year2011,month5,TAMIL_NADU,DOM_DEALER,TRUEDGE
6207,2,248,0.693147181,5.513428746,year2011,month5,TAMIL_NADU,DOM_DEALER,CTR
6208,286,99,5.655991811,4.59511985,year2011,month5,TAMIL_NADU,DOM_DEALER,THREE_PIECE
6209,2126,124,7.661997559,4.820281566,year2011,month5,TAMIL_NADU,DOM_DEALER,SINGLE_PIECE
6210,269,89,5.59471138,4.48863637,year2011,month5,TAMIL_NADU,DOM_DEALER,REVISION
6211,27,391,3.295836866,5.96870756,year2011,month5,TAMIL_NADU,DOM_DEALER,NEGATIVE_POWER
6212,6,1485,1.791759469,7.303170051,year2011,month5,TAMIL_NADU,DOM_DEALER,AUROVUE
6213,1790,545,7.489970899,6.300785795,year2011,month5,TAMIL_NADU,DOM_DEALER,AUROFLEX_FOLD
6214,484,990,6.182084907,6.897704943,year2011,month5,TAMIL_NADU,DOM_DEALER,AUROFLEX_EV
6215,37,149,3.610917913,5.003946306,year2011,month5,TAMIL_NADU,DOM_AEH,TRUEDGE
6216,30,15,3.401197382,2.708050201,year2011,month5,TAMIL_NADU,DOM_AEH,RETINAL_FILM
6217,79,223,4.369447852,5.407171771,year2011,month5,TAMIL_NADU,DOM_AEH,CTR
6218,7906,89,8.975377244,4.48863637,year2011,month5,TAMIL_NADU,DOM_AEH,THREE_PIECE
6219,5449,89,8.603187385,4.48863637,year2011,month5,TAMIL_NADU,DOM_AEH,SINGLE_PIECE
6220,8,287,2.079441542,5.659482216,year2011,month5,TAMIL_NADU,DOM_AEH,NEGATIVE_POWER
6221,40,1386,3.688879454,7.23417718,year2011,month5,TAMIL_NADU,DOM_AEH,AUROVUE
6222,33,594,3.496507561,6.386879319,year2011,month5,TAMIL_NADU,DOM_AEH,AUROFLEX_FOLD
6223,2804,792,7.938802248,6.674561392,year2011,month5,TAMIL_NADU,DOM_AEH,AUROFLEX_EV
6224,1390,109,7.237059026,4.691347882,year2011,month5,RAJASTHAN,DOM_LARGE_NPO,REVISION
6225,19,272,2.944438979,5.605802066,year2011,month5,RAJASTHAN,DOM_DEALER,YELLOW_LENS
6226,236,149,5.463831805,5.003946306,year2011,month5,RAJASTHAN,DOM_DEALER,TRUEDGE
6227,187,124,5.231108617,4.820281566,year2011,month5,RAJASTHAN,DOM_DEALER,SINGLE_PIECE
6228,267,545,5.587248658,6.300785795,year2011,month5,RAJASTHAN,DOM_DEALER,AUROFLEX_FOLD
6229,67,990,4.204692619,6.897704943,year2011,month5,RAJASTHAN,DOM_DEALER,AUROFLEX_EV
6230,395,108,5.978885765,4.682131227,year2011,month5,PUNJAB,DOM_LARGE_NPO,REVISION
6231,114,272,4.736198448,5.605802066,year2011,month5,PUNJAB,DOM_DEALER,YELLOW_LENS
6232,298,149,5.697093487,5.003946306,year2011,month5,PUNJAB,DOM_DEALER,TRUEDGE
6233,40,248,3.688879454,5.513428746,year2011,month5,PUNJAB,DOM_DEALER,CTR
6234,508,124,6.230481448,4.820281566,year2011,month5,PUNJAB,DOM_DEALER,SINGLE_PIECE
6235,245,89,5.501258211,4.48863637,year2011,month5,PUNJAB,DOM_DEALER,REVISION
6236,98,1485,4.584967479,7.303170051,year2011,month5,PUNJAB,DOM_DEALER,AUROVUE
6237,215,545,5.370638028,6.300785795,year2011,month5,PUNJAB,DOM_DEALER,AUROFLEX_FOLD
6238,1,188,0,5.236441963,year2011,month5,PONDICHERRY,DOM_PVT_INS,SINGLE_PIECE
6239,11,545,2.397895273,6.300785795,year2011,month5,PONDICHERRY,DOM_PVT_INS,AUROFLEX_FOLD
6240,34,149,3.526360525,5.003946306,year2011,month5,PONDICHERRY,DOM_AEH,TRUEDGE
6241,40,223,3.688879454,5.407171771,year2011,month5,PONDICHERRY,DOM_AEH,CTR
6242,2385,89,7.776954403,4.48863637,year2011,month5,PONDICHERRY,DOM_AEH,THREE_PIECE
6243,1498,89,7.311886164,4.48863637,year2011,month5,PONDICHERRY,DOM_AEH,SINGLE_PIECE
6244,8,287,2.079441542,5.659482216,year2011,month5,PONDICHERRY,DOM_AEH,NEGATIVE_POWER
6245,5,594,1.609437912,6.386879319,year2011,month5,PONDICHERRY,DOM_AEH,AUROFLEX_FOLD
6246,621,792,6.431331082,6.674561392,year2011,month5,PONDICHERRY,DOM_AEH,AUROFLEX_EV
6247,24,272,3.17805383,5.605802066,year2011,month5,ORISSA,DOM_DEALER,YELLOW_LENS
6248,35,149,3.555348061,5.003946306,year2011,month5,ORISSA,DOM_DEALER,TRUEDGE
6249,95,124,4.553876892,4.820281566,year2011,month5,ORISSA,DOM_DEALER,SINGLE_PIECE
6250,40,1485,3.688879454,7.303170051,year2011,month5,ORISSA,DOM_DEALER,AUROVUE
6251,5,545,1.609437912,6.300785795,year2011,month5,ORISSA,DOM_DEALER,AUROFLEX_FOLD
6252,4,990,1.386294361,6.897704943,year2011,month5,ORISSA,DOM_DEALER,AUROFLEX_EV
6253,200,149,5.298317367,5.003946306,year2011,month5,MAHARASHTRA,DOM_SUB_DEALER,OTHERS0
6254,228,109,5.429345629,4.691347882,year2011,month5,MAHARASHTRA,DOM_LARGE_NPO,SINGLE_PIECE
6255,282,272,5.641907071,5.605802066,year2011,month5,MAHARASHTRA,DOM_EXP_DEALER,YELLOW_LENS
6256,29,272,3.36729583,5.605802066,year2011,month5,MAHARASHTRA,DOM_DEALER,YELLOW_LENS
6257,1391,149,7.237778192,5.003946306,year2011,month5,MAHARASHTRA,DOM_DEALER,TRUEDGE
6258,2,347,0.693147181,5.84932478,year2011,month5,MAHARASHTRA,DOM_DEALER,CTS
6259,140,248,4.941642423,5.513428746,year2011,month5,MAHARASHTRA,DOM_DEALER,CTR
6260,5,347,1.609437912,5.84932478,year2011,month5,MAHARASHTRA,DOM_DEALER,CIONNI_RING
6261,2322,124,7.750184162,4.820281566,year2011,month5,MAHARASHTRA,DOM_DEALER,SINGLE_PIECE
6262,1001,89,6.908754779,4.48863637,year2011,month5,MAHARASHTRA,DOM_DEALER,REVISION
6263,36,391,3.583518938,5.96870756,year2011,month5,MAHARASHTRA,DOM_DEALER,NEGATIVE_POWER
6264,110,1485,4.700480366,7.303170051,year2011,month5,MAHARASHTRA,DOM_DEALER,AUROVUE
6265,1512,545,7.321188557,6.300785795,year2011,month5,MAHARASHTRA,DOM_DEALER,AUROFLEX_FOLD
6266,46,990,3.828641396,6.897704943,year2011,month5,MAHARASHTRA,DOM_DEALER,AUROFLEX_EV
6267,100,137,4.605170186,4.919980926,year2011,month5,MADHYA_PRADESH,DOM_LARGE_GOVT,SINGLE_PIECE
6268,23,272,3.135494216,5.605802066,year2011,month5,MADHYA_PRADESH,DOM_DEALER,YELLOW_LENS
6269,34,149,3.526360525,5.003946306,year2011,month5,MADHYA_PRADESH,DOM_DEALER,TRUEDGE
6270,22,99,3.091042453,4.59511985,year2011,month5,MADHYA_PRADESH,DOM_DEALER,THREE_PIECE
6271,103,124,4.634728988,4.820281566,year2011,month5,MADHYA_PRADESH,DOM_DEALER,SINGLE_PIECE
6272,1,391,0,5.96870756,year2011,month5,MADHYA_PRADESH,DOM_DEALER,NEGATIVE_POWER
6273,128,545,4.852030264,6.300785795,year2011,month5,MADHYA_PRADESH,DOM_DEALER,AUROFLEX_FOLD
6274,88,842,4.477336814,6.735780014,year2011,month5,KERALA,DOM_PVT_PRAC,AUROFLEX_FOLD
6275,18,198,2.890371758,5.288267031,year2011,month5,KERALA,DOM_PVT_INS,TRUEDGE
6276,4,99,1.386294361,4.59511985,year2011,month5,KERALA,DOM_PVT_INS,THREE_PIECE
6277,64,172.4,4.158883083,5.149817358,year2011,month5,KERALA,DOM_PVT_INS,SINGLE_PIECE
6278,236,545,5.463831805,6.300785795,year2011,month5,KERALA,DOM_PVT_INS,AUROFLEX_FOLD
6279,37,198,3.610917913,5.288267031,year2011,month5,KERALA,DOM_LARGE_NPO,TRUEDGE
6280,1,990,0,6.897704943,year2011,month5,KERALA,DOM_LARGE_NPO,EYE_BALL
6281,13,272.8,2.564949357,5.608738926,year2011,month5,KERALA,DOM_LARGE_NPO,CTR
6282,289,98,5.666426688,4.584967479,year2011,month5,KERALA,DOM_LARGE_NPO,THREE_PIECE
6283,890,103.5,6.791221463,4.639571613,year2011,month5,KERALA,DOM_LARGE_NPO,SINGLE_PIECE
6284,688,74,6.533788838,4.304065093,year2011,month5,KERALA,DOM_LARGE_NPO,REVISION
6285,8,470,2.079441542,6.152732695,year2011,month5,KERALA,DOM_LARGE_NPO,NEGATIVE_POWER
6286,94,490,4.543294782,6.194405391,year2011,month5,KERALA,DOM_LARGE_NPO,AUROFLEX_FOLD
6287,6,980,1.791759469,6.887552572,year2011,month5,KERALA,DOM_LARGE_NPO,AUROFLEX_EV
6288,244,149,5.497168225,5.003946306,year2011,month5,KERALA,DOM_DEALER,TRUEDGE
6289,15,248,2.708050201,5.513428746,year2011,month5,KERALA,DOM_DEALER,CTR
6290,2,347,0.693147181,5.84932478,year2011,month5,KERALA,DOM_DEALER,CIONNI_RING
6291,19,99,2.944438979,4.59511985,year2011,month5,KERALA,DOM_DEALER,THREE_PIECE
6292,584,124,6.369900983,4.820281566,year2011,month5,KERALA,DOM_DEALER,SINGLE_PIECE
6293,241,89,5.484796933,4.48863637,year2011,month5,KERALA,DOM_DEALER,REVISION
6294,1,391,0,5.96870756,year2011,month5,KERALA,DOM_DEALER,NEGATIVE_POWER
6295,70,1485,4.248495242,7.303170051,year2011,month5,KERALA,DOM_DEALER,AUROVUE
6296,954,545,6.860663671,6.300785795,year2011,month5,KERALA,DOM_DEALER,AUROFLEX_FOLD
6297,216,990,5.375278408,6.897704943,year2011,month5,KERALA,DOM_DEALER,AUROFLEX_EV
6298,6,495,1.791759469,6.204557763,year2011,month5,KARNATAKA,DOM_PVT_INS,CIONNI_RING
6299,6,99,1.791759469,4.59511985,year2011,month5,KARNATAKA,DOM_PVT_INS,THREE_PIECE
6300,6,188,1.791759469,5.236441963,year2011,month5,KARNATAKA,DOM_PVT_INS,SINGLE_PIECE
6301,57,545,4.043051268,6.300785795,year2011,month5,KARNATAKA,DOM_PVT_INS,AUROFLEX_FOLD
6302,30,109,3.401197382,4.691347882,year2011,month5,KARNATAKA,DOM_NGO,REVISION
6303,5116,54,8.540128163,3.988984047,year2011,month5,KARNATAKA,DOM_DONOR_CBM,REVISION
6304,122,272,4.804021045,5.605802066,year2011,month5,KARNATAKA,DOM_DEALER,YELLOW_LENS
6305,789,149,6.670766321,5.003946306,year2011,month5,KARNATAKA,DOM_DEALER,TRUEDGE
6306,70,248,4.248495242,5.513428746,year2011,month5,KARNATAKA,DOM_DEALER,CTR
6307,2,347,0.693147181,5.84932478,year2011,month5,KARNATAKA,DOM_DEALER,CIONNI_RING
6308,241,99,5.484796933,4.59511985,year2011,month5,KARNATAKA,DOM_DEALER,THREE_PIECE
6309,2540,124,7.83991936,4.820281566,year2011,month5,KARNATAKA,DOM_DEALER,SINGLE_PIECE
6310,678,89,6.519147288,4.48863637,year2011,month5,KARNATAKA,DOM_DEALER,REVISION
6311,15,391,2.708050201,5.96870756,year2011,month5,KARNATAKA,DOM_DEALER,NEGATIVE_POWER
6312,182,1485,5.204006687,7.303170051,year2011,month5,KARNATAKA,DOM_DEALER,AUROVUE
6313,3649,545,8.202208436,6.300785795,year2011,month5,KARNATAKA,DOM_DEALER,AUROFLEX_FOLD
6314,45,990,3.80666249,6.897704943,year2011,month5,KARNATAKA,DOM_DEALER,AUROFLEX_EV
6315,50,108,3.912023005,4.682131227,year2011,month5,JHARKHAND,DOM_PVT_PRAC,REVISION
6316,36,347,3.583518938,5.84932478,year2011,month5,JHARKHAND,DOM_OTH,YELLOW_LENS
6317,30,842,3.401197382,6.735780014,year2011,month5,JHARKHAND,DOM_OTH,AUROFLEX_FOLD
6318,120,144,4.787491743,4.9698133,year2011,month5,JHARKHAND,DOM_LARGE_NPO,SINGLE_PIECE
6319,32,272,3.465735903,5.605802066,year2011,month5,HARYANA,DOM_DEALER,YELLOW_LENS
6320,39,149,3.663561646,5.003946306,year2011,month5,HARYANA,DOM_DEALER,TRUEDGE
6321,10,248,2.302585093,5.513428746,year2011,month5,HARYANA,DOM_DEALER,CTR
6322,25,124,3.218875825,4.820281566,year2011,month5,HARYANA,DOM_DEALER,SINGLE_PIECE
6323,275,89,5.616771098,4.48863637,year2011,month5,HARYANA,DOM_DEALER,REVISION
6324,12,391,2.48490665,5.96870756,year2011,month5,HARYANA,DOM_DEALER,NEGATIVE_POWER
6325,31,1485,3.433987204,7.303170051,year2011,month5,HARYANA,DOM_DEALER,AUROVUE
6326,125,545,4.828313737,6.300785795,year2011,month5,HARYANA,DOM_DEALER,AUROFLEX_FOLD
6327,20,990,2.995732274,6.897704943,year2011,month5,HARYANA,DOM_DEALER,AUROFLEX_EV
6328,10,89,2.302585093,4.48863637,year2011,month5,GUJARAT,DOM_MGD_HOSP,THREE_PIECE
6329,79,89,4.369447852,4.48863637,year2011,month5,GUJARAT,DOM_MGD_HOSP,SINGLE_PIECE
6330,96,594,4.564348191,6.386879319,year2011,month5,GUJARAT,DOM_MGD_HOSP,AUROFLEX_FOLD
6331,24,792,3.17805383,6.674561392,year2011,month5,GUJARAT,DOM_MGD_HOSP,AUROFLEX_EV
6332,17,149,2.833213344,5.003946306,year2011,month5,GUJARAT,DOM_DEALER,TRUEDGE
6333,2,347,0.693147181,5.84932478,year2011,month5,GUJARAT,DOM_DEALER,CIONNI_RING
6334,116,124,4.753590191,4.820281566,year2011,month5,GUJARAT,DOM_DEALER,SINGLE_PIECE
6335,55,89,4.007333185,4.48863637,year2011,month5,GUJARAT,DOM_DEALER,REVISION
6336,45,1485,3.80666249,7.303170051,year2011,month5,GUJARAT,DOM_DEALER,AUROVUE
